172.193, -102.059, -1129.66, -0.272995, -0.829763, -0.0600082, 0.483079
186.086, -94.5093, -1147.76, -0.448912, -0.77748, 0.0304839, 0.439401
194.296, -103.918, -1158.44, -0.291368, -0.795908, -0.040225, 0.529167
212.902, -122.234, -1189.71, -0.341123, -0.748171, -0.0317141, 0.568216
223.739, -80.4981, -1220.21, -0.309807, -0.737447, 0.0460823, 0.598387
227.683, -60.9151, -1241.83, -0.245705, -0.724456, 0.0591853, 0.641319
226.379, -22.9098, -1283.17, -0.203151, -0.691626, 0.129232, 0.680942
190.818, 52.3692, -1312.35, -0.171339, -0.692794, 0.286884, 0.639044
204.562, 29.5039, -1343.35, -0.160089, -0.638083, 0.248839, 0.710845
186.802, 57.8114, -1316.35, -0.0385142, -0.654716, 0.215427, 0.723502
218.645, -24.6744, -1398.91, -0.0804431, -0.507691, 0.0746536, 0.854521
199.54, 27.703, -1380.41, 0.00733868, -0.525646, 0.121605, 0.841935
158.253, 84.7894, -1373.12, 0.11595, -0.504211, 0.183788, 0.835792
147.289, 101.196, -1329.69, 0.241679, -0.493791, 0.129592, 0.825207
148.885, 87.0325, -1395.3, 0.244102, -0.358484, 0.056893, 0.899259
158.455, 86.4086, -1362.92, 0.325611, -0.347979, -0.0136837, 0.879034
132.789, 112.766, -1340.66, 0.347781, -0.375374, 0.0647358, 0.85671
172.081, 46.7798, -1424.11, 0.0532054, -0.436537, 0.139685, 0.887182
193.115, 48.0963, -1339.95, 0.101309, -0.550289, 0.0911541, 0.823777
174.554, 72.3605, -1303.36, 0.047259, -0.645941, 0.191187, 0.737546
