135.487, 95.4803, -1443.72, -0.489592, -0.597153, -0.231505, 0.591704
116.181, 103.646, -1398.91, -0.503938, -0.642869, -0.241779, 0.523745
118.177, 135.319, -1373.1, -0.494332, -0.689836, -0.204499, 0.487793
134.83, 114.716, -1415.74, -0.530119, -0.620403, -0.186704, 0.547006
169.249, 139.034, -1465.5, -0.529124, -0.581193, -0.0916666, 0.611424
182.707, 163.697, -1477.49, -0.458293, -0.60657, -0.0854511, 0.644002
195.286, 194.056, -1495.72, -0.355812, -0.623426, -0.087685, 0.690687
205.333, 236.708, -1532.45, -0.330672, -0.602163, -0.000125194, 0.726674
206.214, 268.693, -1536.71, -0.201294, -0.61139, -0.0324875, 0.764609
204.512, 292.161, -1538.7, -0.0875009, -0.601998, -0.0679808, 0.790772
194.62, 336.126, -1573.23, -0.0812559, -0.569809, 0.0275996, 0.817284
176.283, 376.716, -1596.64, -0.0517026, -0.544404, 0.104484, 0.830683
185.009, 315.937, -1636.4, -0.0675874, -0.46081, -0.0243327, 0.884587
181.872, 284.97, -1656.74, -0.0342258, -0.403851, -0.138326, 0.903659
170.846, 339.836, -1656.95, 0.028889, -0.395553, -0.0680754, 0.915461
154.005, 379.928, -1658.45, 0.0653865, -0.386231, -0.000459705, 0.920081
126.944, 432.741, -1643.6, 0.135368, -0.386543, 0.0772213, 0.909009
137.765, 420.23, -1641.23, -0.0266221, -0.48815, 0.216863, 0.844969
170.138, 369.671, -1630.57, -0.0514199, -0.488498, 0.0957223, 0.865773
199.128, 317.219, -1571.73, -0.0382758, -0.551943, -0.0506931, 0.831459
