-70.7633, -307.633, -1759.17, 0.0967436, -0.666673, 0.29984, 0.675488
-244.209, -358.852, -1562.17, 0.430553, -0.792763, 0.224081, 0.368698
-225.432, -299.38, -1629.89, 0.427749, -0.683659, 0.316039, 0.49976
-241.319, -276.354, -1673.29, 0.454344, -0.583192, 0.373291, 0.560457
-249.972, -278.775, -1668.32, 0.589968, -0.393006, 0.320793, 0.628153
-339.559, -280.245, -1716.78, 0.458189, -0.545189, 0.529148, 0.46134
-278.3, -269.578, -1699.33, 0.419465, -0.595534, 0.4537, 0.513366
-214.093, -261.455, -1723.19, 0.273365, -0.671452, 0.437026, 0.532383
-160.548, -264.564, -1766.99, 0.13653, -0.682201, 0.449581, 0.560213
-191.506, -263.294, -1727.94, 0.30167, -0.62502, 0.397391, 0.600354
-146.981, -267.989, -1795.42, 0.163029, -0.610641, 0.429823, 0.644819
-208.802, -254.724, -1793.68, 0.195377, -0.623167, 0.512904, 0.557154
-250.783, -253.518, -1779.75, 0.231442, -0.640278, 0.544509, 0.489887
-213.634, -264.834, -1866.23, 0.134136, -0.54986, 0.588092, 0.577762
-206.463, -263.44, -1857.98, 0.217731, -0.468809, 0.506217, 0.69033
-244.902, -256.422, -1831.61, 0.247993, -0.5175, 0.553606, 0.603501
-257.395, -265.874, -1872.15, 0.219436, -0.467215, 0.598872, 0.612299
-272.776, -256.462, -1758.69, 0.325036, -0.593051, 0.521776, 0.519993
-222.826, -286.437, -1653.29, 0.547207, -0.495504, 0.295541, 0.606379
-222.826, -286.437, -1653.29, 0.547207, -0.495504, 0.295541, 0.606379
