-154.228, 367.581, -1788.42, 0.570884, -0.581205, 0.125774, 0.566104
-232.659, 383.015, -1786.58, 0.475997, -0.711419, 0.258601, 0.4477
-294.916, 428.088, -1860.06, 0.427294, -0.671864, 0.430338, 0.425238
-279.114, 451.267, -1914.67, 0.383605, -0.613997, 0.477421, 0.49792
-255.432, 462.862, -1995.52, 0.231507, -0.617791, 0.562782, 0.498011
-223.241, 462.677, -2002.02, 0.222921, -0.593116, 0.525906, 0.5674
-192.033, 459.488, -2001, 0.209636, -0.588232, 0.483654, 0.613281
-219.119, 462.824, -1990.6, 0.263603, -0.568451, 0.492171, 0.604272
-247.008, 463.255, -1996.96, 0.284802, -0.548947, 0.525903, 0.583927
-182.583, 458.016, -1978.28, 0.244295, -0.590508, 0.438606, 0.631859
-118.637, 427.625, -1913.31, 0.215903, -0.683947, 0.304236, 0.626931
-92.1248, 365.988, -1825.27, 0.345618, -0.702517, 0.11635, 0.611131
-122.113, 401.867, -1850.02, 0.387838, -0.642515, 0.188035, 0.63356
-164.091, 352.303, -1769.8, 0.493319, -0.693818, 0.133995, 0.507245
-81.0231, 345.29, -1812.72, 0.649977, -0.427096, -0.0341582, 0.627656
-176.082, 455.224, -1957.62, 0.325254, -0.541324, 0.371734, 0.680435
-231.753, 462.792, -2007.11, 0.23498, -0.57603, 0.534816, 0.571791
-62.4379, 372.73, -1869.15, 0.575173, -0.400381, -0.0273404, 0.712827
-68.7512, 393.26, -1901.29, 0.542732, -0.369261, 0.00124801, 0.754378
-93.7873, 415.351, -1917.77, 0.511514, -0.372188, 0.0745681, 0.770888
