-168.148, 26.2777, -2074.42, 0.379054, -0.623792, 0.25087, 0.635819
-106.407, 2.89161, -2094, 0.452622, -0.497975, 0.0957891, 0.73347
-113.821, 23.4314, -2150.13, 0.370859, -0.477272, 0.16624, 0.779127
-116.988, 28.4093, -2184.43, 0.38457, -0.389976, 0.146047, 0.823829
-156.66, 45.7212, -2216.33, 0.384281, -0.319725, 0.20558, 0.841333
-218.085, 61.1874, -2222.8, 0.434999, -0.220782, 0.259016, 0.833632
-269.49, 66.0178, -2189.05, 0.518047, -0.146201, 0.286436, 0.792595
-287.107, 61.3446, -2144.23, 0.591051, -0.122542, 0.281087, 0.746078
-214.345, 54.5085, -2123.57, 0.579077, -0.247964, 0.201871, 0.749955
-213.121, 49.3877, -2105.62, 0.626402, -0.200442, 0.164383, 0.735134
-179.861, 48.2729, -2131.49, 0.539106, -0.302854, 0.171418, 0.766981
-224.275, 21.6591, -2039.83, 0.687074, -0.280809, 0.177495, 0.646198
-205.756, -23.6861, -1986.92, 0.782226, -0.242855, 0.0982317, 0.565238
-159.421, -2.22561, -2032.62, 0.644554, -0.387903, 0.0875913, 0.653
-221.201, 50.0123, -2103.29, 0.524185, -0.408976, 0.275653, 0.694251
-264.208, 58.4033, -2258.43, 0.203768, -0.515041, 0.584262, 0.593169
-330.934, 55.4131, -2229.53, 0.286777, -0.52355, 0.625565, 0.502317
-390.859, 31.4489, -2241.3, 0.300897, -0.530151, 0.699481, 0.372999
-363.919, 34.4571, -2275.81, 0.257205, -0.483012, 0.707598, 0.447045
-74.8994, -102.554, -2000.6, 0.0797262, -0.840989, 0.0382639, 0.533776
