144.543, 32.3906, -1159.7, -0.343122, -0.84795, 0.199351, 0.351435
182.751, -49.1293, -1155.66, -0.416596, -0.798205, 0.0966895, 0.424227
181.946, -113.431, -1141.39, -0.33242, -0.802901, -0.0519518, 0.492085
180.825, -53.0529, -1151.49, -0.209939, -0.828877, 0.013301, 0.518374
185.878, 0.421668, -1191.3, -0.174239, -0.806667, 0.113912, 0.553131
145.789, 57.343, -1188.46, 0.0261025, -0.80255, 0.151987, 0.576309
116.421, 70.5232, -1167.65, 0.202559, -0.768498, 0.129214, 0.593031
78.1881, 80.8, -1145.53, 0.376407, -0.705369, 0.125858, 0.587309
11.4949, 132.413, -1177.89, 0.267242, -0.76935, 0.303379, 0.494614
-7.95173, 77.048, -1104.28, 0.582531, -0.613287, 0.173007, 0.504585
-82.1971, 91.2569, -1115.86, 0.454243, -0.755754, 0.290702, 0.371472
136.968, 96.6622, -1245.2, 0.199748, -0.663107, 0.167797, 0.701593
123.059, 69.0481, -1173.98, 0.430869, -0.606354, 0.038057, 0.667262
131.294, 83.179, -1205.52, 0.38741, -0.589086, 0.061134, 0.706509
133.904, 101.084, -1250.84, 0.331972, -0.559454, 0.103719, 0.752362
94.0693, 87.6129, -1167.27, 0.461923, -0.596631, 0.0866625, 0.650499
165.514, 76.2477, -1271.21, 0.247224, -0.579766, 0.0756632, 0.772675
187.635, 54.4835, -1303.22, 0.231808, -0.529607, 0.0157404, 0.815802
226.529, -19.4033, -1313.11, 0.105486, -0.564713, -0.0692957, 0.81558
211.617, -55.9668, -1202.97, 0.0899426, -0.718801, -0.105122, 0.681311
